prompt,image_path
Two candle holders that have tall red candles in them are placed on a wooden table. One of the candles is burning. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0093_switch-frames_anyFPS_perspective-right_trimmed-lit-candle.jpg
A powerful magnet is placed on the table facing a black rotating platform that rotates clockwise. A small white plastic domino block is placed on the platform and is rotating towards the magnet. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0094_switch-frames_anyFPS_perspective-left_trimmed-magnet-domino.jpg
A powerful magnet is placed on the table facing a black rotating platform that rotates clockwise. A small white plastic domino block is placed on the platform and is rotating towards the magnet. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0095_switch-frames_anyFPS_perspective-center_trimmed-magnet-domino.jpg
A powerful magnet is placed on the table facing a black rotating platform that rotates clockwise. A small white plastic domino block is placed on the platform and is rotating towards the magnet. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0096_switch-frames_anyFPS_perspective-right_trimmed-magnet-domino.jpg
A clear acrylic box suspended from a cord hangs above a tennis ball with a smiley face drawn on it positioned on a wooden table. The box is lowered to cover the ball. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0097_switch-frames_anyFPS_perspective-left_trimmed-magnet-transparent-peakaboo.jpg
A clear acrylic box suspended from a cord hangs above a tennis ball with a smiley face drawn on it positioned on a wooden table. The box is lowered to cover the ball. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0098_switch-frames_anyFPS_perspective-center_trimmed-magnet-transparent-peakaboo.jpg
A clear acrylic box suspended from a cord hangs above a tennis ball with a smiley face drawn on it positioned on a wooden table. The box is lowered to cover the ball. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0099_switch-frames_anyFPS_perspective-right_trimmed-magnet-transparent-peakaboo.jpg
A powerful magnet is placed on the table facing a black rotating platform that rotates clockwise. A small metal wrench is placed on the platform and is rotating towards the magnet. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0100_switch-frames_anyFPS_perspective-left_trimmed-magnet-wrench.jpg
A powerful magnet is placed on the table facing a black rotating platform that rotates clockwise. A small metal wrench is placed on the platform and is rotating towards the magnet. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0101_switch-frames_anyFPS_perspective-center_trimmed-magnet-wrench.jpg
A powerful magnet is placed on the table facing a black rotating platform that rotates clockwise. A small metal wrench is placed on the platform and is rotating towards the magnet. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0102_switch-frames_anyFPS_perspective-right_trimmed-magnet-wrench.jpg
A few magnetic ramps are attached to a whiteboard for a game of marble run. A yellow marble is released at the top of the ramps and slides down the ramps. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0103_switch-frames_anyFPS_perspective-left_trimmed-marble-run-x.jpg
A few magnetic ramps are attached to a whiteboard for a game of marble run. A yellow marble is released at the top of the ramps and slides down the ramps. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0104_switch-frames_anyFPS_perspective-center_trimmed-marble-run-x.jpg
A few magnetic ramps are attached to a whiteboard for a game of marble run. A yellow marble is released at the top of the ramps and slides down the ramps. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0105_switch-frames_anyFPS_perspective-right_trimmed-marble-run-x.jpg
A few magnetic ramps are attached to a whiteboard for a game of marble run. A yellow marble is released at the top of the ramps and slides down the ramps. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0106_switch-frames_anyFPS_perspective-left_trimmed-marble-run-y.jpg
A few magnetic ramps are attached to a whiteboard for a game of marble run. A yellow marble is released at the top of the ramps and slides down the ramps. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0107_switch-frames_anyFPS_perspective-center_trimmed-marble-run-y.jpg
A few magnetic ramps are attached to a whiteboard for a game of marble run. A yellow marble is released at the top of the ramps and slides down the ramps. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0108_switch-frames_anyFPS_perspective-right_trimmed-marble-run-y.jpg
A lit match is being lowered into a glass of water. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0109_switch-frames_anyFPS_perspective-left_trimmed-match.jpg
A lit match is being lowered into a glass of water. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0110_switch-frames_anyFPS_perspective-center_trimmed-match.jpg
A lit match is being lowered into a glass of water. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0111_switch-frames_anyFPS_perspective-right_trimmed-match.jpg
A black balloon is sitting on a wooden table next to a small rotating platform with a lit matchstick taped to it. The match rotates clockwise and touches the balloon. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0112_switch-frames_anyFPS_perspective-left_trimmed-match-blows-balloon.jpg
A black balloon is sitting on a wooden table next to a small rotating platform with a lit matchstick taped to it. The match rotates clockwise and touches the balloon. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0113_switch-frames_anyFPS_perspective-center_trimmed-match-blows-balloon.jpg
A black balloon is sitting on a wooden table next to a small rotating platform with a lit matchstick taped to it. The match rotates clockwise and touches the balloon. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0114_switch-frames_anyFPS_perspective-right_trimmed-match-blows-balloon.jpg
A tennis ball attached to a magnet and string is hanging in front of a mirror and creating an illusion of two tennis balls. The string lowers the ball slowly. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0115_switch-frames_anyFPS_perspective-left_trimmed-mirror-ball-fall.jpg
A tennis ball attached to a magnet and string is hanging in front of a mirror and creating an illusion of two tennis balls. The string lowers the ball slowly. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0116_switch-frames_anyFPS_perspective-center_trimmed-mirror-ball-fall.jpg
A tennis ball attached to a magnet and string is hanging in front of a mirror and creating an illusion of two tennis balls. The string lowers the ball slowly. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0117_switch-frames_anyFPS_perspective-right_trimmed-mirror-ball-fall.jpg
A tennis ball with a smiley face drawn on it is slowly rotating on a black rotating platform that rotates clockwise in front of a mirror and reflecting the side of the ball that has no smiley face. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0118_switch-frames_anyFPS_perspective-left_trimmed-mirror-ball-rotate.jpg
A tennis ball with a smiley face drawn on it is slowly rotating on a black rotating platform that rotates clockwise in front of a mirror and reflecting the side of the ball that has no smiley face. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0119_switch-frames_anyFPS_perspective-center_trimmed-mirror-ball-rotate.jpg
A tennis ball with a smiley face drawn on it is slowly rotating on a black rotating platform that rotates clockwise in front of a mirror and reflecting the side of the ball that has no smiley face. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0120_switch-frames_anyFPS_perspective-right_trimmed-mirror-ball-rotate.jpg
A teapot on a rotating display base that rotates clockwise in front of a mirror reflecting the teapot's image. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0121_switch-frames_anyFPS_perspective-left_trimmed-mirror-teapot-rotate.jpg
A teapot on a rotating display base that rotates clockwise in front of a mirror reflecting the teapot's image. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0122_switch-frames_anyFPS_perspective-center_trimmed-mirror-teapot-rotate.jpg
A teapot on a rotating display base that rotates clockwise in front of a mirror reflecting the teapot's image. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0123_switch-frames_anyFPS_perspective-right_trimmed-mirror-teapot-rotate.jpg
A yellow mug is held by a grabber tool in front of a white projection screen with a concrete brick positioned beneath it. The grabber releases the mug. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0124_switch-frames_anyFPS_perspective-left_trimmed-mug-breaks.jpg
A yellow mug is held by a grabber tool in front of a white projection screen with a concrete brick positioned beneath it. The grabber releases the mug. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0125_switch-frames_anyFPS_perspective-center_trimmed-mug-breaks.jpg
A yellow mug is held by a grabber tool in front of a white projection screen with a concrete brick positioned beneath it. The grabber releases the mug. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0126_switch-frames_anyFPS_perspective-right_trimmed-mug-breaks.jpg
A grabber tool holds a piece of paper towel over a shallow dish of light blue liquid on a wooden table. The grabber releases the paper towel on the dish. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0127_switch-frames_anyFPS_perspective-left_trimmed-napkin-soak.jpg
A grabber tool holds a piece of paper towel over a shallow dish of light blue liquid on a wooden table. The grabber releases the paper towel on the dish. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0128_switch-frames_anyFPS_perspective-center_trimmed-napkin-soak.jpg
A grabber tool holds a piece of paper towel over a shallow dish of light blue liquid on a wooden table. The grabber releases the paper towel on the dish. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0129_switch-frames_anyFPS_perspective-right_trimmed-napkin-soak.jpg
A clear acrylic sheet placed on a wooden table with a small dollop of red paint. A rotating paintbrush attached to a rotating platform rotates clockwise and goes through the paint. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0130_switch-frames_anyFPS_perspective-left_trimmed-paint-on-glass.jpg
A clear acrylic sheet placed on a wooden table with a small dollop of red paint. A rotating paintbrush attached to a rotating platform rotates clockwise and goes through the paint. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0131_switch-frames_anyFPS_perspective-center_trimmed-paint-on-glass.jpg
A clear acrylic sheet placed on a wooden table with a small dollop of red paint. A rotating paintbrush attached to a rotating platform rotates clockwise and goes through the paint. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0132_switch-frames_anyFPS_perspective-right_trimmed-paint-on-glass.jpg
A grabber tool is holding a crumpled piece of paper over a bowl of water on a wooden table. The grabber then releases the crumpled paper onto the bowl. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0133_switch-frames_anyFPS_perspective-left_trimmed-paper-fall-water.jpg
A grabber tool is holding a crumpled piece of paper over a bowl of water on a wooden table. The grabber then releases the crumpled paper onto the bowl. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0134_switch-frames_anyFPS_perspective-center_trimmed-paper-fall-water.jpg
A grabber tool is holding a crumpled piece of paper over a bowl of water on a wooden table. The grabber then releases the crumpled paper onto the bowl. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0135_switch-frames_anyFPS_perspective-right_trimmed-paper-fall-water.jpg
A small piece of crumpled white paper is being lowered into a tall glass containing blue liquid with a green band showing the water level. The crumpled paper is released into the glass. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0136_switch-frames_anyFPS_perspective-left_trimmed-paper-in-water.jpg
A small piece of crumpled white paper is being lowered into a tall glass containing blue liquid with a green band showing the water level. The crumpled paper is released into the glass. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0137_switch-frames_anyFPS_perspective-center_trimmed-paper-in-water.jpg
A small piece of crumpled white paper is being lowered into a tall glass containing blue liquid with a green band showing the water level. The crumpled paper is released into the glass. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0138_switch-frames_anyFPS_perspective-right_trimmed-paper-in-water.jpg
A piece of folded paper is placed on a glass cutting board. The paper is being burnt and white smoke is emitting from it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0139_switch-frames_anyFPS_perspective-left_trimmed-paper-smoke.jpg
A piece of folded paper is placed on a glass cutting board. The paper is being burnt and white smoke is emitting from it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0140_switch-frames_anyFPS_perspective-center_trimmed-paper-smoke.jpg
A piece of folded paper is placed on a glass cutting board. The paper is being burnt and white smoke is emitting from it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0141_switch-frames_anyFPS_perspective-right_trimmed-paper-smoke.jpg
A potato is held by a grabber tool and dropped into a tall glass containing blue liquid with a band of green tape marking a level on the glass. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0142_switch-frames_anyFPS_perspective-left_trimmed-potato-in-water.jpg
A potato is held by a grabber tool and dropped into a tall glass containing blue liquid with a band of green tape marking a level on the glass. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0143_switch-frames_anyFPS_perspective-center_trimmed-potato-in-water.jpg
A potato is held by a grabber tool and dropped into a tall glass containing blue liquid with a band of green tape marking a level on the glass. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0144_switch-frames_anyFPS_perspective-right_trimmed-potato-in-water.jpg
A small white lampshade is on a light wood surface. A grey tennis ball rolls out of the black tube sitting on the table and rolls on the table towards the right. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0145_switch-frames_anyFPS_perspective-left_trimmed-roll-behind-box.jpg
A small white lampshade is on a light wood surface. A grey tennis ball rolls out of the black tube sitting on the table and rolls on the table towards the right. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0146_switch-frames_anyFPS_perspective-center_trimmed-roll-behind-box.jpg
A small white lampshade is on a light wood surface. A grey tennis ball rolls out of the black tube sitting on the table and rolls on the table towards the right. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0147_switch-frames_anyFPS_perspective-right_trimmed-roll-behind-box.jpg
A small white lampshade is on a light wood surface. A grey tennis ball rolls out of the black tube sitting on the table and rolls on the table towards the right. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0148_switch-frames_anyFPS_perspective-left_trimmed-roll-front-box.jpg
A small white lampshade is on a light wood surface. A grey tennis ball rolls out of the black tube sitting on the table and rolls on the table towards the right. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0149_switch-frames_anyFPS_perspective-center_trimmed-roll-front-box.jpg
A small white lampshade is on a light wood surface. A grey tennis ball rolls out of the black tube sitting on the table and rolls on the table towards the right. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0150_switch-frames_anyFPS_perspective-right_trimmed-roll-front-box.jpg
An olive green fabric box is on a light wood surface. A brown tennis ball rolls out of the black tube sitting on the table and rolls towards the box. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0151_switch-frames_anyFPS_perspective-left_trimmed-roll-in-box.jpg
An olive green fabric box is on a light wood surface. A brown tennis ball rolls out of the black tube sitting on the table and rolls towards the box. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0152_switch-frames_anyFPS_perspective-center_trimmed-roll-in-box.jpg
An olive green fabric box is on a light wood surface. A brown tennis ball rolls out of the black tube sitting on the table and rolls towards the box. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0153_switch-frames_anyFPS_perspective-right_trimmed-roll-in-box.jpg
A 30lb kettlebell resting on a wooden table next to a mirror. A tennis ball rolls towards the kettlebell. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0154_switch-frames_anyFPS_perspective-left_trimmed-rolling-reflection.jpg
A 30lb kettlebell resting on a wooden table next to a mirror. A tennis ball rolls towards the kettlebell. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0155_switch-frames_anyFPS_perspective-center_trimmed-rolling-reflection.jpg
A 30lb kettlebell resting on a wooden table next to a mirror. A tennis ball rolls towards the kettlebell. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0156_switch-frames_anyFPS_perspective-right_trimmed-rolling-reflection.jpg
A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0157_switch-frames_anyFPS_perspective-left_trimmed-silk-cover.jpg
A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0158_switch-frames_anyFPS_perspective-center_trimmed-silk-cover.jpg
A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0159_switch-frames_anyFPS_perspective-right_trimmed-silk-cover.jpg
A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0160_switch-frames_anyFPS_perspective-left_trimmed-single-cradle.jpg
A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0161_switch-frames_anyFPS_perspective-center_trimmed-single-cradle.jpg
A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0162_switch-frames_anyFPS_perspective-right_trimmed-single-cradle.jpg
A bundle of lit matchsticks is placed in a bowl of red liquid. A glass jar gets lowered and covers the matchsticks. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0163_switch-frames_anyFPS_perspective-left_trimmed-siphon.jpg
A bundle of lit matchsticks is placed in a bowl of red liquid. A glass jar gets lowered and covers the matchsticks. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0164_switch-frames_anyFPS_perspective-center_trimmed-siphon.jpg
A bundle of lit matchsticks is placed in a bowl of red liquid. A glass jar gets lowered and covers the matchsticks. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0165_switch-frames_anyFPS_perspective-right_trimmed-siphon.jpg
A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0166_switch-frames_anyFPS_perspective-left_trimmed-smiley-ball-rotates.jpg
A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0167_switch-frames_anyFPS_perspective-center_trimmed-smiley-ball-rotates.jpg
A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0168_switch-frames_anyFPS_perspective-right_trimmed-smiley-ball-rotates.jpg
A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0169_switch-frames_anyFPS_perspective-left_trimmed-solid-ball-peakaboo.jpg
A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0170_switch-frames_anyFPS_perspective-center_trimmed-solid-ball-peakaboo.jpg
A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0171_switch-frames_anyFPS_perspective-right_trimmed-solid-ball-peakaboo.jpg
A pink block is being lowered towards a simple structure made of colorful blocks resembling a gate. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0172_switch-frames_anyFPS_perspective-left_trimmed-stable-blocks.jpg
A pink block is being lowered towards a simple structure made of colorful blocks resembling a gate. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0173_switch-frames_anyFPS_perspective-center_trimmed-stable-blocks.jpg
A pink block is being lowered towards a simple structure made of colorful blocks resembling a gate. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0174_switch-frames_anyFPS_perspective-right_trimmed-stable-blocks.jpg
A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0175_switch-frames_anyFPS_perspective-left_trimmed-teapot-rotates.jpg
A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0176_switch-frames_anyFPS_perspective-center_trimmed-teapot-rotates.jpg
A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0177_switch-frames_anyFPS_perspective-right_trimmed-teapot-rotates.jpg
A light-colored wooden tabletop with two pipes at the edges. A blue and yellow tennis ball roll out of the pipes and towards eachother. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0178_switch-frames_anyFPS_perspective-left_trimmed-two-balls-pass.jpg
A light-colored wooden tabletop with two pipes at the edges. A blue and yellow tennis ball roll out of the pipes and towards eachother. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0179_switch-frames_anyFPS_perspective-center_trimmed-two-balls-pass.jpg
A light-colored wooden tabletop with two pipes at the edges. A blue and yellow tennis ball roll out of the pipes and towards eachother. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0180_switch-frames_anyFPS_perspective-right_trimmed-two-balls-pass.jpg
A grabber tool carefully placing a blue wooden block on top of a yellow block which is balanced on a red block forming an L shape. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0181_switch-frames_anyFPS_perspective-left_trimmed-unstable-block-stack.jpg
A grabber tool carefully placing a blue wooden block on top of a yellow block which is balanced on a red block forming an L shape. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0182_switch-frames_anyFPS_perspective-center_trimmed-unstable-block-stack.jpg
A grabber tool carefully placing a blue wooden block on top of a yellow block which is balanced on a red block forming an L shape. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0183_switch-frames_anyFPS_perspective-right_trimmed-unstable-block-stack.jpg
A glass beverage dispenser is dispensing water into a glass which has some grapefruit juice in it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0184_switch-frames_anyFPS_perspective-left_trimmed-water-in-juice.jpg
A glass beverage dispenser is dispensing water into a glass which has some grapefruit juice in it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0185_switch-frames_anyFPS_perspective-center_trimmed-water-in-juice.jpg
A glass beverage dispenser is dispensing water into a glass which has some grapefruit juice in it. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0186_switch-frames_anyFPS_perspective-right_trimmed-water-in-juice.jpg
A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0187_switch-frames_anyFPS_perspective-left_trimmed-weight-on-ceramic.jpg
